Dataset_ID,A_GHz,B_GHz,C_GHz,Dipole_Debye,Polarizability_Bohr3,HOMO_Hartree,LUMO_Hartree,Gap_Hartree,R2_Bohr2,ZPVE_Hartree,U_298K_Hartree,H_298K_Hartree,G_298K_Hartree,Cv_cal_mol_K,SMILES,InChI
gdb_1147,3.51238,2.46136,1.81731,1.7675,67.71,-0.2522,0.0838,0.3359,802.5634,0.167838,-310.922181,-310.913076,-310.912132,-310.95539,CC1(C)OC1(C)C,"InChI=1S/C6H12O/c1-5(2)6(3,4)7-5/h1-4H3"
gdb_1148,3.47856,2.53836,1.94725,2.4283,60.54,-0.2293,0.0617,0.2909,740.7324,0.14533,-346.842529,-346.834332,-346.833388,-346.873856,CC1(O)CC1(C)O,"InChI=1S/C5H10O2/c1-4(6)3-5(4,2)7/h6-7H,3H2,1-2H3"
gdb_1149,5.79088,1.95367,1.95357,0.0002,72.52,-0.2901,0.0963,0.3864,782.4631,0.171694,-273.7519,-273.744793,-273.743848,-273.78222,CC12CC(C)(C1)C2,"InChI=1S/C7H12/c1-6-3-7(2,4-6)5-6/h3-5H2,1-2H3"
gdb_1150,5.90647,2.07072,2.06618,1.6818,65.18,-0.2268,0.1023,0.329,731.1213,0.146912,-309.670613,-309.663553,-309.662609,-309.700944,CC12CC(C)(C1)O2,"InChI=1S/C6H10O/c1-5-3-6(2,4-5)7-5/h3-4H2,1-2H3"
gdb_1151,5.90199,2.00364,1.99953,1.4144,64.77,-0.2546,0.0833,0.3379,730.5993,0.148237,-309.678595,-309.671798,-309.670854,-309.708628,CC12CC(O)(C1)C2,"InChI=1S/C6H10O/c1-5-2-6(7,3-5)4-5/h7H,2-4H2,1H3"
gdb_1152,6.02667,2.05106,2.04718,1.2552,57.1,-0.251,0.0715,0.3224,680.1462,0.124842,-345.602096,-345.595662,-345.594718,-345.63177,OC12CC(O)(C1)C2,"InChI=1S/C5H8O2/c6-4-1-5(7,2-4)3-4/h6-7H,1-3H2"
gdb_1153,3.30736,2.21172,1.85995,0.6206,68.3,-0.2614,0.033,0.2944,776.0986,0.121207,-271.316064,-271.307761,-271.306817,-271.347683,CC(C)(C#C)C#C,"InChI=1S/C7H8/c1-5-7(3,4)6-2/h1-2H,3-4H3"
gdb_1154,3.32117,2.23872,1.88754,3.8233,63.13,-0.2851,0.0117,0.2967,752.5708,0.110973,-287.423372,-287.415424,-287.41448,-287.454826,CC(C)(C#C)C#N,"InChI=1S/C6H7N/c1-4-6(2,3)5-7/h1H,2-3H3"
gdb_1155,3.35412,2.25246,1.91282,4.3801,58.13,-0.3385,-0.0115,0.327,730.2332,0.10053,-303.527274,-303.519632,-303.518688,-303.5586,CC(C)(C#N)C#N,"InChI=1S/C5H6N2/c1-5(2,3-6)4-7/h1-2H3"
gdb_1156,3.37268,2.28179,1.89625,2.6809,59.91,-0.2758,0.0038,0.2797,730.7362,0.099999,-303.465315,-303.457504,-303.45656,-303.496644,CC(N)(C#C)C#N,"InChI=1S/C5H6N2/c1-3-5(2,7)4-6/h1H,7H2,2H3"
gdb_1157,3.40903,2.29626,1.91973,3.8645,54.94,-0.298,-0.0195,0.2785,708.824,0.089471,-319.568017,-319.560507,-319.559563,-319.599209,CC(N)(C#N)C#N,"InChI=1S/C4H5N3/c1-4(7,2-5)3-6/h7H2,1H3"
gdb_1158,3.3874,2.29011,1.87065,1.0521,61.3,-0.2672,0.0117,0.2789,737.3929,0.097446,-307.238995,-307.230949,-307.230004,-307.270448,CC(O)(C#C)C#C,"InChI=1S/C6H6O/c1-4-6(3,7)5-2/h1-2,7H,3H3"
gdb_1159,3.4075,2.31772,1.89688,3.2896,56.29,-0.2965,-0.0101,0.2864,714.3287,0.087111,-323.3444,-323.336715,-323.335771,-323.375674,CC(O)(C#C)C#N,"InChI=1S/C5H5NO/c1-3-5(2,7)4-6/h1,7H,2H3"
gdb_1160,3.45021,2.32903,1.91981,2.7538,51.46,-0.3385,-0.0345,0.304,692.7131,0.076558,-339.445855,-339.438488,-339.437544,-339.476973,CC(O)(C#N)C#N,"InChI=1S/C4H4N2O/c1-4(7,2-5)3-6/h7H,1H3"
gdb_1161,3.51331,2.10401,1.86928,2.2331,63.47,-0.2515,-0.0302,0.2213,766.8706,0.121148,-308.499105,-308.490761,-308.489817,-308.531342,CC(C)(C=O)C#C,"InChI=1S/C6H8O/c1-4-6(2,3)5-7/h1,5H,2-3H3"
gdb_1162,3.62044,2.08234,1.88533,2.9908,58.2,-0.2771,-0.0513,0.2257,745.6848,0.110848,-324.605178,-324.597169,-324.596225,-324.637255,CC(C)(C=O)C#N,"InChI=1S/C5H7NO/c1-5(2,3-6)4-7/h4H,1-2H3"
gdb_1163,3.39236,2.26298,1.92411,2.8796,56.49,-0.2561,-0.0403,0.2158,722.6594,0.097041,-344.421383,-344.413132,-344.412188,-344.453615,CC(O)(C=O)C#C,"InChI=1S/C5H6O2/c1-3-5(2,7)4-6/h1,4,7H,2H3"
gdb_1164,2.95291,2.68369,1.95679,3.7367,51.27,-0.2775,-0.0577,0.2198,693.407,0.086816,-360.524422,-360.51665,-360.515706,-360.556462,CC(O)(C=O)C#N,"InChI=1S/C4H5NO2/c1-4(7,2-5)3-6/h3,7H,1H3"
gdb_1165,3.06241,2.40041,1.92733,3.471,57.71,-0.2517,-0.0369,0.2149,745.2339,0.120988,-345.676743,-345.668356,-345.667412,-345.709618,CC(C)(C=O)C=O,"InChI=1S/C5H8O2/c1-5(2,3-6)4-7/h3-4H,1-2H3"
gdb_1166,3.73099,2.16435,1.92815,0.8963,51.49,-0.2616,-0.0689,0.1927,709.9145,0.097882,-381.60777,-381.600052,-381.599107,-381.639582,CC(O)(C=O)C=O,"InChI=1S/C4H6O3/c1-4(7,2-5)3-6/h2-3,7H,1H3"
gdb_1167,3.943,1.84396,1.74441,1.2828,65.86,-0.2602,0.0525,0.3127,820.2194,0.145036,-309.68579,-309.676922,-309.675978,-309.718145,CC(C)(CO)C#C,"InChI=1S/C6H10O/c1-4-6(2,3)5-7/h1,7H,5H2,2-3H3"
gdb_1168,3.9473,1.8662,1.76828,3.7159,60.69,-0.288,0.0337,0.3217,795.2124,0.134838,-325.794624,-325.786111,-325.785167,-325.826809,CC(C)(CO)C#N,"InChI=1S/C5H9NO/c1-5(2,3-6)4-7/h7H,4H2,1-2H3"
gdb_1169,4.00867,1.86804,1.75871,4.8411,60.78,-0.25,0.0323,0.2824,796.8074,0.136974,-321.958604,-321.950266,-321.949322,-321.990496,CC(N)(CN)C#N,"InChI=1S/C4H9N3/c1-4(7,2-5)3-6/h2,5,7H2,1H3"
gdb_1170,4.10478,1.87853,1.77854,2.6311,57.56,-0.2773,0.0215,0.2988,771.8633,0.124743,-341.843027,-341.835087,-341.834143,-341.874568,CC(N)(CO)C#N,"InChI=1S/C4H8N2O/c1-4(6,2-5)3-7/h7H,3,6H2,1H3"
gdb_1171,4.15926,1.89126,1.76673,5.7183,57.27,-0.271,0.0247,0.2957,777.5164,0.124491,-341.841438,-341.833463,-341.832519,-341.873087,CC(O)(CN)C#N,"InChI=1S/C4H8N2O/c1-4(7,2-5)3-6/h7H,2,5H2,1H3"
gdb_1172,4.2202,1.86552,1.76295,2.0516,58.82,-0.2598,0.0281,0.2879,780.1821,0.121833,-345.61476,-345.606416,-345.605472,-345.646596,CC(O)(CO)C#C,"InChI=1S/C5H8O2/c1-3-5(2,7)4-6/h1,6-7H,4H2,2H3"
gdb_1173,4.17631,1.89972,1.77896,4.8329,53.77,-0.2852,0.0128,0.298,757.2099,0.111582,-361.71821,-361.710311,-361.709367,-361.749815,CC(O)(CO)C#N,"InChI=1S/C4H7NO2/c1-4(7,2-5)3-6/h6-7H,3H2,1H3"
gdb_1174,3.78827,1.79974,1.69061,0.6494,72.99,-0.2571,0.0621,0.3192,877.146,0.168729,-273.761967,-273.753003,-273.752059,-273.794445,CCC(C)(C)C#C,"InChI=1S/C7H12/c1-5-7(3,4)6-2/h1H,6H2,2-4H3"
gdb_1175,3.79027,1.82065,1.7122,4.0456,67.68,-0.3113,0.0438,0.3551,852.1125,0.158537,-289.87152,-289.862881,-289.861937,-289.903922,CCC(C)(C)C#N,"InChI=1S/C6H11N/c1-4-6(2,3)5-7/h4H2,1-3H3"
gdb_1176,3.87909,1.85138,1.72368,4.6215,64.23,-0.2604,0.0314,0.2918,828.7651,0.147352,-305.913756,-305.905222,-305.904277,-305.945951,CCC(C)(N)C#N,"InChI=1S/C5H10N2/c1-3-5(2,7)4-6/h3,7H2,1-2H3"
gdb_1177,4.01944,1.84116,1.71261,1.1577,65.99,-0.2629,0.0382,0.3012,834.2194,0.144853,-309.689486,-309.680724,-309.679779,-309.721766,CCC(C)(O)C#C,"InChI=1S/C6H10O/c1-4-6(3,7)5-2/h1,7H,5H2,2-3H3"
gdb_1178,4.02273,1.86096,1.73085,3.3517,60.86,-0.2984,0.0188,0.3172,810.387,0.134607,-325.79684,-325.788454,-325.787509,-325.82893,CCC(C)(O)C#N,"InChI=1S/C5H9NO/c1-3-5(2,7)4-6/h7H,3H2,1-2H3"
gdb_1179,3.86656,1.89126,1.77921,4.2439,64.49,-0.2392,0.0352,0.2745,817.5813,0.14703,-305.90476,-305.896212,-305.895268,-305.937107,CNC(C)(C)C#N,"InChI=1S/C5H10N2/c1-5(2,4-6)7-3/h7H,1-3H3"
gdb_1180,3.92442,1.92056,1.8126,1.4882,66.27,-0.2509,0.0464,0.2972,814.529,0.14436,-309.673807,-309.665,-309.664056,-309.706504,COC(C)(C)C#C,"InChI=1S/C6H10O/c1-5-6(2,3)7-4/h1H,2-4H3"
gdb_1181,3.92107,1.945,1.83615,4.7434,61.07,-0.2748,0.0267,0.3015,790.4069,0.134047,-325.781398,-325.772892,-325.771948,-325.814076,COC(C)(C)C#N,"InChI=1S/C5H9NO/c1-5(2,4-6)7-3/h1-3H3"
gdb_1182,3.37325,2.03221,1.77186,2.6858,60.3,-0.2481,-0.0231,0.2251,803.6117,0.145152,-346.86454,-346.855773,-346.854829,-346.897331,CC(C)(CO)C=O,"InChI=1S/C5H10O2/c1-5(2,3-6)4-7/h3,7H,4H2,1-2H3"
gdb_1183,3.92303,1.94016,1.81986,3.0185,53.44,-0.2529,-0.0296,0.2233,761.0814,0.121563,-382.793238,-382.78478,-382.783836,-382.82601,CC(O)(CO)C=O,"InChI=1S/C4H8O3/c1-4(7,2-5)3-6/h2,6-7H,3H2,1H3"
gdb_1184,3.88855,1.74816,1.69232,2.64,67.66,-0.2455,-0.0172,0.2283,871.5557,0.16854,-310.941861,-310.932819,-310.931874,-310.975126,CCC(C)(C)C=O,"InChI=1S/C6H12O/c1-4-6(2,3)5-7/h5H,4H2,1-3H3"
gdb_1185,3.74016,1.89062,1.75707,2.8744,60.49,-0.2497,-0.0237,0.226,819.1713,0.144499,-346.869041,-346.860113,-346.859169,-346.902288,CCC(C)(O)C=O,"InChI=1S/C5H10O2/c1-3-5(2,7)4-6/h4,7H,3H2,1-2H3"
gdb_1186,4.31227,1.81143,1.78469,2.7111,60.58,-0.2517,-0.0256,0.2262,811.414,0.144209,-346.857623,-346.848665,-346.847721,-346.892209,COC(C)(C)C=O,"InChI=1S/C5H10O2/c1-5(2,4-6)7-3/h4H,1-3H3"
gdb_1187,4.34167,1.6366,1.63065,2.6199,63.41,-0.2604,0.0669,0.3272,871.3942,0.168887,-348.048844,-348.039503,-348.038559,-348.08189,CC(C)(CO)CO,"InChI=1S/C5H12O2/c1-5(2,3-6)4-7/h6-7H,3-4H2,1-2H3"
gdb_1188,4.62576,1.69979,1.66693,3.2052,56.14,-0.2573,0.0541,0.3115,822.4301,0.146175,-383.983835,-383.975187,-383.974242,-384.016109,CC(O)(CO)CO,"InChI=1S/C4H10O3/c1-4(7,2-5)3-6/h5-7H,2-3H2,1H3"
gdb_1189,4.08658,1.55195,1.53869,0.0668,77.42,-0.2984,0.0746,0.373,992.1533,0.216091,-276.202384,-276.192746,-276.191802,-276.235905,CCC(C)(C)CC,"InChI=1S/C7H16/c1-5-7(3,4)6-2/h5-6H2,1-4H3"
gdb_1190,4.21306,1.59526,1.58608,1.3701,70.35,-0.2634,0.071,0.3344,930.2807,0.19263,-312.126404,-312.116983,-312.116038,-312.159466,CCC(C)(C)CO,"InChI=1S/C6H14O/c1-4-6(2,3)5-7/h7H,4-5H2,1-3H3"
gdb_1191,3.19752,2.02748,1.75763,1.0638,70.74,-0.2456,0.0788,0.3244,886.066,0.191831,-312.122563,-312.113075,-312.112131,-312.156051,CCC(C)(C)OC,"InChI=1S/C6H14O/c1-5-6(2,3)7-4/h5H2,1-4H3"
gdb_1192,4.35126,1.60871,1.57457,1.3308,70.47,-0.26,0.064,0.324,941.358,0.192392,-312.134532,-312.125143,-312.124199,-312.167545,CCC(C)(O)CC,"InChI=1S/C6H14O/c1-4-6(3,7)5-2/h7H,4-5H2,1-3H3"
gdb_1193,4.51654,1.65703,1.62312,2.265,63.37,-0.2538,0.0618,0.3155,880.3669,0.169345,-348.059242,-348.050232,-348.049288,-348.091844,CCC(C)(O)CO,"InChI=1S/C5H12O2/c1-3-5(2,7)4-6/h6-7H,3-4H2,1-2H3"
gdb_1194,4.28212,1.71415,1.70186,0.3321,63.67,-0.2468,0.071,0.3178,861.9668,0.168315,-348.044714,-348.035382,-348.034438,-348.077932,COC(C)(C)CO,"InChI=1S/C5H12O2/c1-5(2,4-6)7-3/h6H,4H2,1-3H3"
gdb_1195,8.48546,1.13674,1.02138,2.3414,66.31,-0.2392,-0.011,0.2282,1140.7997,0.121157,-308.518356,-308.509288,-308.508344,-308.555292,CC#CCC(C)=O,"InChI=1S/C6H8O/c1-3-4-5-6(2)7/h5H2,1-2H3"
gdb_1196,8.34619,1.1606,1.04324,3.2208,62.34,-0.2392,0.0298,0.269,1094.28,0.111076,-324.588239,-324.579399,-324.578455,-324.624091,CC#CCC(N)=O,"InChI=1S/C5H7NO/c1-2-3-4-5(6)7/h4H2,1H3,(H2,6,7)"
gdb_1197,6.61698,1.09791,0.99391,0.1818,76.36,-0.2402,0.0614,0.3016,1231.6811,0.169126,-273.77551,-273.766097,-273.765152,-273.810315,CC#CCC(C)C,"InChI=1S/C7H12/c1-4-5-6-7(2)3/h7H,6H2,1-3H3"
gdb_1198,6.86594,1.10196,0.99777,1.5386,68.81,-0.2431,0.0613,0.3044,1179.2053,0.145607,-309.700675,-309.691492,-309.690548,-309.735661,CC#CCC(C)O,"InChI=1S/C6H10O/c1-3-4-5-6(2)7/h6-7H,5H2,1-2H3"
gdb_1199,10.17342,1.10755,1.00502,3.0502,71.03,-0.2627,-0.079,0.1837,1072.1874,0.075267,-306.080007,-306.072425,-306.071481,-306.112041,CC(=O)C#CC#C,"InChI=1S/C6H4O/c1-3-4-5-6(2)7/h1H,2H3"
gdb_1200,10.15779,1.10653,1.00403,3.6118,62.85,-0.2917,-0.1061,0.1856,1047.2237,0.064928,-322.175807,-322.168583,-322.167638,-322.207693,CC(=O)C#CC#N,InChI=1S/C5H3NO/c1-5(7)3-2-4-6/h1H3
gdb_1201,11.40753,1.11134,1.01268,3.7399,66.57,-0.2572,-0.0595,0.1977,1040.5382,0.064847,-322.150234,-322.142692,-322.141748,-322.182151,NC(=O)C#CC#C,"InChI=1S/C5H3NO/c1-2-3-4-5(6)7/h1H,(H2,6,7)"
gdb_1202,11.37182,1.11152,1.01255,4.9028,58.96,-0.2881,-0.0871,0.2009,1014.6504,0.054698,-338.246643,-338.239603,-338.238659,-338.278067,NC(=O)C#CC#N,"InChI=1S/C4H2N2O/c5-3-1-2-4(6)7/h(H2,6,7)"
gdb_1203,8.52608,1.08388,1.00273,2.9665,59.6,-0.2792,-0.0833,0.1958,1080.1312,0.075004,-343.243883,-343.236061,-343.235116,-343.277095,CC(=O)C#CC=O,"InChI=1S/C5H4O2/c1-5(7)3-2-4-6/h4H,1H3"
gdb_1204,9.39209,1.08877,1.00782,3.6824,55.99,-0.2777,-0.0821,0.1956,1048.1109,0.064778,-359.314227,-359.306583,-359.305638,-359.347182,NC(=O)C#CC=O,"InChI=1S/C4H3NO2/c5-4(7)2-1-3-6/h3H,(H2,5,7)"
gdb_1205,7.81929,1.34207,1.16189,1.3863,61.55,-0.2642,0.028,0.2923,979.6637,0.111062,-324.548763,-324.540769,-324.539825,-324.581478,CC(=N)OCC#C,"InChI=1S/C5H7NO/c1-3-4-7-5(2)6/h1,6H,4H2,2H3"
gdb_1206,7.79286,1.33457,1.15589,1.9312,56.66,-0.2876,-0.0022,0.2855,957.2002,0.100521,-340.648166,-340.640573,-340.639629,-340.680495,CC(=N)OCC#N,"InChI=1S/C4H6N2O/c1-4(6)7-3-2-5/h6H,3H2,1H3"
gdb_1207,8.14069,1.1784,1.04914,2.4369,63.54,-0.2473,-0.0161,0.2312,1073.3104,0.121438,-308.51129,-308.502787,-308.501843,-308.545532,CC(=O)CCC#C,"InChI=1S/C6H8O/c1-3-4-5-6(2)7/h1H,4-5H2,2H3"
gdb_1208,8.24003,1.18295,1.05444,3.8066,58.65,-0.2662,-0.0306,0.2356,1043.3686,0.111245,-324.619773,-324.611667,-324.610723,-324.653631,CC(=O)CCC#N,"InChI=1S/C5H7NO/c1-5(7)3-2-4-6/h2-3H2,1H3"
gdb_1209,6.76311,1.32975,1.21223,3.261,60.97,-0.2478,0.0243,0.272,969.3488,0.111145,-324.575799,-324.567467,-324.566522,-324.610119,CC(=O)NCC#C,"InChI=1S/C5H7NO/c1-3-4-6-5(2)7/h1H,4H2,2H3,(H,6,7)"
gdb_1210,6.54396,1.36072,1.26328,3.9932,55.9,-0.2684,0.0049,0.2732,925.5742,0.100838,-340.682075,-340.674173,-340.673229,-340.715661,CC(=O)NCC#N,"InChI=1S/C4H6N2O/c1-4(7)6-3-2-5/h3H2,1H3,(H,6,7)"
gdb_1211,8.12805,1.33752,1.16507,1.5599,57.1,-0.2708,0.01,0.2808,962.1235,0.098562,-344.452972,-344.444932,-344.443988,-344.486557,CC(=O)OCC#C,"InChI=1S/C5H6O2/c1-3-4-7-5(2)6/h1H,4H2,2H3"
gdb_1212,8.18194,1.34626,1.17285,2.8236,52.25,-0.2944,-0.0087,0.2857,933.1813,0.088176,-360.557419,-360.549757,-360.548813,-360.590769,CC(=O)OCC#N,"InChI=1S/C4H5NO2/c1-4(6)7-3-2-5/h3H2,1H3"
gdb_1213,8.63684,1.19501,1.06428,3.5015,59.71,-0.2492,0.0266,0.2758,1032.2971,0.11116,-324.582445,-324.573988,-324.573044,-324.617047,NC(=O)CCC#C,"InChI=1S/C5H7NO/c1-2-3-4-5(6)7/h1H,3-4H2,(H2,6,7)"
gdb_1214,8.73264,1.2013,1.06984,4.8662,54.79,-0.2672,0.0122,0.2794,1001.9371,0.10097,-340.691219,-340.683171,-340.682227,-340.725385,NC(=O)CCC#N,"InChI=1S/C4H6N2O/c5-3-1-2-4(6)7/h1-2H2,(H2,6,7)"
gdb_1215,6.40513,1.40078,1.31774,3.4698,56.57,-0.2542,0.0348,0.289,901.0117,0.101219,-340.637067,-340.629366,-340.628422,-340.669486,NC(=O)NCC#C,"InChI=1S/C4H6N2O/c1-2-3-6-4(5)7/h1H,3H2,(H3,5,6,7)"
gdb_1216,7.59637,1.3251,1.21334,4.1819,52.05,-0.2712,0.0164,0.2877,916.4423,0.090585,-356.743821,-356.736361,-356.735416,-356.77621,NC(=O)NCC#N,"InChI=1S/C3H5N3O/c4-1-2-6-3(5)7/h2H2,(H3,5,6,7)"
gdb_1217,8.77188,1.34906,1.17834,2.2526,53.03,-0.2699,0.0258,0.2957,927.336,0.08835,-360.517106,-360.509433,-360.508489,-360.549837,NC(=O)OCC#C,"InChI=1S/C4H5NO2/c1-2-3-7-4(5)6/h1H,3H2,(H2,5,6)"
gdb_1218,6.60328,1.4864,1.41258,4.0484,47.92,-0.2932,0.0042,0.2974,825.4474,0.078117,-376.622353,-376.615107,-376.614163,-376.655056,NC(=O)OCC#N,"InChI=1S/C3H4N2O2/c4-1-2-7-3(5)6/h2H2,(H2,5,6)"
gdb_1219,8.27247,1.23425,1.08846,3.7148,55.9,-0.26,-0.0304,0.2296,1021.4169,0.110553,-361.728546,-361.72038,-361.719436,-361.76267,CC(=N)OCC=O,"InChI=1S/C4H7NO2/c1-4(5)7-3-2-6/h2,5H,3H2,1H3"
gdb_1220,8.07012,1.10244,1.00954,3.4013,59.61,-0.2524,-0.0239,0.2285,1105.0328,0.121452,-345.688382,-345.680001,-345.679057,-345.722452,CC(=O)CCC=O,"InChI=1S/C5H8O2/c1-5(7)3-2-4-6/h4H,2-3H2,1H3"
gdb_1221,7.3163,1.32736,1.13923,2.8014,55.73,-0.2515,-0.0323,0.2192,979.7722,0.111338,-361.762744,-361.754629,-361.753685,-361.797253,CC(=O)CNC=O,"InChI=1S/C4H7NO2/c1-4(7)2-5-3-6/h3H,2H2,1H3,(H,5,6)"
gdb_1222,7.28478,1.46278,1.28107,4.8085,56.94,-0.2503,-0.0292,0.221,914.0963,0.110889,-361.723581,-361.715618,-361.714674,-361.756517,CC(=O)COC=N,"InChI=1S/C4H7NO2/c1-4(6)2-7-3-5/h3,5H,2H2,1H3"
gdb_1223,7.36362,1.47822,1.29161,5.8203,52.25,-0.2678,-0.0366,0.2312,886.6728,0.098738,-381.62704,-381.619308,-381.618363,-381.659649,CC(=O)COC=O,"InChI=1S/C4H6O3/c1-4(6)2-7-3-5/h3H,2H2,1H3"
gdb_1224,7.79194,1.20904,1.12286,3.6554,56.48,-0.2523,-0.0325,0.2198,1013.9196,0.110928,-361.755719,-361.74742,-361.746476,-361.790178,CC(=O)NCC=O,"InChI=1S/C4H7NO2/c1-4(7)5-2-3-6/h3H,2H2,1H3,(H,5,7)"
gdb_1225,7.79293,1.27363,1.17628,2.8437,52.07,-0.2651,-0.0361,0.229,965.2519,0.098284,-381.63248,-381.624442,-381.623498,-381.666952,CC(=O)OCC=O,"InChI=1S/C4H6O3/c1-4(6)7-3-2-5/h2H,3H2,1H3"
gdb_1226,8.43457,1.11787,1.02811,4.4272,55.88,-0.2512,-0.0207,0.2305,1060.7893,0.111326,-361.759779,-361.751525,-361.750581,-361.793588,NC(=O)CCC=O,"InChI=1S/C4H7NO2/c5-4(7)2-1-3-6/h3H,1-2H2,(H2,5,7)"
gdb_1227,7.72005,1.35061,1.15771,3.8149,51.93,-0.2479,0.0113,0.2592,938.4028,0.101186,-377.834156,-377.826233,-377.825289,-377.86796,NC(=O)CNC=O,"InChI=1S/C3H6N2O2/c4-3(7)1-5-2-6/h2H,1H2,(H2,4,7)(H,5,6)"
gdb_1228,7.3709,1.50977,1.30333,5.4071,53.37,-0.2487,0.0065,0.2552,870.8659,0.100973,-377.794221,-377.786515,-377.785571,-377.826926,NC(=O)COC=N,"InChI=1S/C3H6N2O2/c4-2-7-1-3(5)6/h2,4H,1H2,(H2,5,6)"
gdb_1229,7.47355,1.52448,1.31547,6.769,48.68,-0.2663,-0.0015,0.2649,843.4793,0.088725,-397.697891,-397.690381,-397.689437,-397.730237,NC(=O)COC=O,"InChI=1S/C3H5NO3/c4-3(6)1-7-2-5/h2H,1H2,(H2,4,6)"
gdb_1230,8.48513,1.20323,1.10987,4.2342,52.44,-0.2504,-0.0282,0.2221,990.0316,0.100843,-377.817369,-377.809642,-377.808698,-377.85006,NC(=O)NCC=O,"InChI=1S/C3H6N2O2/c4-3(7)5-1-2-6/h2H,1H2,(H3,4,5,7)"
gdb_1231,8.10414,1.29811,1.20018,3.9862,48.14,-0.2604,-0.0321,0.2283,923.5523,0.088066,-397.697425,-397.689752,-397.688808,-397.730742,NC(=O)OCC=O,"InChI=1S/C3H5NO3/c4-3(6)7-2-1-5/h1H,2H2,(H2,4,6)"
gdb_1232,8.30412,1.26515,1.13494,6.8847,55.03,-0.2424,0.0031,0.2454,970.5388,0.101616,-377.813815,-377.806412,-377.805467,-377.845845,[O-]C(=O)CNC=[NH2+],"InChI=1S/C3H6N2O2/c4-2-5-1-3(6)7/h2H,1H2,(H2,4,5)(H,6,7)"
gdb_1233,7.7386,1.09758,0.99907,1.2253,78.98,-0.24,-0.0083,0.2318,1154.0398,0.122618,-271.339821,-271.331571,-271.330626,-271.37208,CC(C)C#CC#C,"InChI=1S/C7H8/c1-4-5-6-7(2)3/h1,7H,2-3H3"
gdb_1234,7.71597,1.10036,1.00102,5.3498,71.68,-0.2826,-0.0356,0.247,1125.1643,0.112534,-287.440932,-287.433077,-287.432133,-287.473067,CC(C)C#CC#N,"InChI=1S/C6H7N/c1-6(2)4-3-5-7/h6H,1-2H3"
gdb_1235,8.33321,1.09348,1.00226,1.3096,71.29,-0.2485,-0.0237,0.2248,1109.9975,0.098957,-307.260972,-307.252965,-307.252021,-307.293052,CC(O)C#CC#C,"InChI=1S/C6H6O/c1-3-4-5-6(2)7/h1,6-7H,2H3"
gdb_1236,8.33036,1.09416,1.00262,4.2762,64.11,-0.2903,-0.0509,0.2394,1082.9616,0.088846,-323.360471,-323.352878,-323.351934,-323.392392,CC(O)C#CC#N,"InChI=1S/C5H5NO/c1-5(7)3-2-4-6/h5,7H,1H3"
gdb_1237,6.82142,1.0937,0.97883,3.8667,69.,-0.2626,-0.0578,0.2048,1162.9692,0.122415,-308.505951,-308.497379,-308.496434,-308.54241,CC(C)C#CC=O,"InChI=1S/C6H8O/c1-6(2)4-3-5-7/h5-6H,1-2H3"
gdb_1238,6.97497,1.09311,1.00852,3.0147,61.63,-0.2706,-0.0659,0.2047,1107.6284,0.098897,-344.426799,-344.41858,-344.417636,-344.4602,CC(O)C#CC=O,"InChI=1S/C5H6O2/c1-5(7)3-2-4-6/h4-5,7H,1H3"
gdb_1239,6.41788,1.13024,1.01712,0.864,73.77,-0.257,0.0584,0.3154,1173.9801,0.169238,-273.762889,-273.753957,-273.753013,-273.796189,CC(C)CCC#C,"InChI=1S/C7H12/c1-4-5-6-7(2)3/h1,7H,5-6H2,2-3H3"
gdb_1240,6.4626,1.13351,1.02,4.2459,68.71,-0.3136,0.0381,0.3517,1144.5955,0.15912,-289.87199,-289.863454,-289.86251,-289.905076,CC(C)CCC#N,"InChI=1S/C6H11N/c1-6(2)4-3-5-7/h6H,3-4H2,1-2H3"
gdb_1241,6.56457,1.20513,1.07687,4.2551,65.88,-0.2467,0.0239,0.2706,1084.6075,0.147574,-305.906809,-305.898377,-305.897433,-305.939892,CC(C)NCC#N,"InChI=1S/C5H10N2/c1-5(2)7-4-3-6/h5,7H,4H2,1-2H3"
gdb_1242,6.57424,1.25235,1.11495,1.3646,67.44,-0.252,0.0361,0.2881,1071.282,0.144776,-309.677968,-309.669192,-309.668248,-309.711516,CC(C)OCC#C,"InChI=1S/C6H10O/c1-4-5-7-6(2)3/h1,6H,5H2,2-3H3"
gdb_1243,6.60603,1.25987,1.1183,4.7243,62.39,-0.2789,0.0134,0.2923,1042.7896,0.134527,-325.784384,-325.775982,-325.775038,-325.817748,CC(C)OCC#N,"InChI=1S/C5H9NO/c1-5(2)7-4-3-6/h5H,4H2,1-2H3"
gdb_1244,6.94554,1.14114,1.03888,1.487,66.62,-0.2539,0.0595,0.3134,1119.7842,0.145642,-309.690179,-309.681525,-309.68058,-309.723169,CC(O)CCC#C,"InChI=1S/C6H10O/c1-3-4-5-6(2)7/h1,6-7H,4-5H2,2H3"
gdb_1245,7.00683,1.14697,1.04479,4.0705,61.71,-0.284,0.0397,0.3237,1088.6368,0.135535,-325.799404,-325.791167,-325.790223,-325.832138,CC(O)CCC#N,"InChI=1S/C5H9NO/c1-5(7)3-2-4-6/h5,7H,2-3H2,1H3"
